Employee_ID,First_Name,Last_Name,Department,Region,Age,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work
EMP1231,Grace,Brown,DevOps,Florida,30.0,0,2022-07-04,52964.86,grace.brown@example.com,1764750110,3,1
EMP1232,Frank,Brown,Finance,California,30.0,0,2024-06-08,116353.31,frank.brown@example.com,1783099973,1,1
EMP1233,Grace,Brown,Sales,Nevada,35.0,0,2020-11-23,116695.26,grace.brown@example.com,1926764920,3,0
EMP1234,Heidi,Brown,Admin,Texas,25.0,1,2024-05-13,95161.4,heidi.brown@example.com,5182606887,4,0
EMP1235,Alice,Brown,Admin,Nevada,35.0,0,2022-01-29,76040.94,alice.brown@example.com,7189813128,3,1
EMP1236,Charlie,Miller,HR,Florida,35.0,0,2023-08-23,69508.28,charlie.miller@example.com,2087510292,3,0
EMP1237,Alice,Miller,Finance,Illinois,30.0,0,2023-02-24,58243.27,alice.miller@example.com,2184011844,2,0
EMP1238,Heidi,Williams,Sales,California,30.0,0,2022-10-02,64012.48,heidi.williams@example.com,8260340847,1,1
EMP1239,Bob,Garcia,Admin,Nevada,40.0,0,2020-06-28,106735.93,bob.garcia@example.com,7297585987,2,1
EMP1240,Frank,Johnson,DevOps,Texas,35.0,0,2023-01-15,70325.36,frank.johnson@example.com,3103032431,2,0
EMP1241,Charlie,Davis,HR,Illinois,30.0,1,2020-09-05,118959.28,charlie.davis@example.com,9839542960,2,1
EMP1242,David,Brown,Cloud Tech,California,40.0,0,2023-03-18,75823.78,david.brown@example.com,8446267145,2,0
EMP1243,Charlie,Smith,Cloud Tech,Texas,35.0,0,2022-03-26,119971.65,charlie.smith@example.com,2831435988,2,0
EMP1244,Grace,Davis,Sales,Texas,40.0,1,2021-10-11,94963.7,grace.davis@example.com,2625660930,3,0
EMP1245,Frank,Miller,Sales,Nevada,30.0,0,2021-01-07,103744.71,frank.miller@example.com,4181861514,2,0
EMP1246,Alice,Smith,Sales,New York,25.0,0,2020-12-03,61337.69,alice.smith@example.com,5423401635,2,1
EMP1247,David,Smith,Sales,California,35.0,1,2021-05-28,63741.13,david.smith@example.com,1128497184,1,1
EMP1248,Eva,Smith,DevOps,California,30.0,0,2022-12-28,56539.99,eva.smith@example.com,9484910255,4,1
EMP1249,Charlie,Williams,DevOps,Illinois,30.0,0,2023-05-24,73633.37,charlie.williams@example.com,2588967923,3,1
EMP1250,Alice,Miller,Cloud Tech,Texas,25.0,0,2024-04-28,90373.99,alice.miller@example.com,822269404,3,0
EMP1251,Grace,Smith,DevOps,Texas,35.0,0,2024-12-25,93901.48,grace.smith@example.com,3967275783,3,0
EMP1252,Eva,Brown,Admin,Nevada,40.0,0,2021-09-01,81748.09,eva.brown@example.com,4683414650,2,1
EMP1253,Charlie,Jones,Finance,Florida,40.0,0,2021-02-21,73813.48,charlie.jones@example.com,1131290147,2,0
EMP1254,Frank,Smith,Finance,New York,35.0,0,2022-11-20,89315.59,frank.smith@example.com,7068277880,2,0
EMP1255,Heidi,Williams,HR,Florida,25.0,1,2020-10-15,56776.82,heidi.williams@example.com,6093068537,1,0
EMP1256,Grace,Davis,Finance,New York,35.0,1,2024-07-24,72920.51,grace.davis@example.com,9097283214,4,1
EMP1257,Frank,Miller,Admin,Florida,30.0,0,2022-08-14,84913.18,frank.miller@example.com,2850676250,2,1
EMP1258,Alice,Garcia,Finance,Illinois,25.0,0,2021-05-08,65060.11,alice.garcia@example.com,5381447442,4,1
EMP1259,Alice,Williams,Finance,Illinois,35.0,0,2023-10-09,82941.08,alice.williams@example.com,963480796,1,0
EMP1260,Bob,Smith,Admin,California,40.0,0,2022-01-19,103469.97,bob.smith@example.com,509754509,3,1
EMP1261,Grace,Miller,Sales,Illinois,25.0,1,2022-01-12,88725.6,grace.miller@example.com,5265016730,2,1
EMP1262,Heidi,Jones,HR,Illinois,30.0,0,2023-06-05,58316.77,heidi.jones@example.com,8826170242,4,1
EMP1263,Grace,Smith,HR,Illinois,35.0,0,2024-03-26,60098.72,grace.smith@example.com,7654562840,4,1
EMP1264,Grace,Williams,Cloud Tech,Texas,30.0,1,2020-10-07,99951.43,grace.williams@example.com,7722560530,2,1
EMP1265,Heidi,Johnson,Sales,Illinois,30.0,1,2021-11-02,115195.81,heidi.johnson@example.com,3402665022,3,1
EMP1266,Grace,Brown,DevOps,California,30.0,0,2021-11-19,85512.05,grace.brown@example.com,7416787255,3,0
EMP1267,Heidi,Garcia,HR,Florida,35.0,1,2022-01-24,73186.77,heidi.garcia@example.com,8621102257,3,0
EMP1268,Grace,Davis,HR,Nevada,30.0,0,2023-07-12,51865.3,grace.davis@example.com,305690673,1,1
EMP1269,David,Williams,Sales,Florida,25.0,1,2022-12-09,94031.77,david.williams@example.com,4716392822,4,1
EMP1270,Grace,Miller,DevOps,New York,30.0,1,2023-03-18,116374.36,grace.miller@example.com,4143637188,4,0
EMP1271,Alice,Garcia,HR,Florida,40.0,1,2022-04-25,98335.02,alice.garcia@example.com,2392312603,4,0
EMP1272,Heidi,Garcia,DevOps,New York,25.0,0,2021-02-28,89262.07,heidi.garcia@example.com,3260931065,1,1
EMP1273,Heidi,Garcia,Finance,California,30.0,1,2022-07-30,113848.69,heidi.garcia@example.com,8433567085,4,1
EMP1274,Frank,Smith,Sales,Florida,35.0,1,2021-05-19,69530.45,frank.smith@example.com,414545634,1,1
EMP1275,Eva,Brown,DevOps,New York,35.0,0,2023-12-14,84230.22,eva.brown@example.com,200053473,3,1
EMP1276,Eva,Smith,Cloud Tech,Illinois,35.0,0,2023-01-17,76578.59,eva.smith@example.com,9162475540,2,0
EMP1277,Frank,Miller,HR,Texas,30.0,0,2024-01-02,55532.06,frank.miller@example.com,1082555988,4,1
EMP1278,Eva,Smith,Admin,New York,40.0,0,2021-07-09,115311.68,eva.smith@example.com,5343961128,4,1
EMP1279,Charlie,Johnson,Sales,Nevada,25.0,0,2021-05-05,66972.06,charlie.johnson@example.com,1093371188,3,1
EMP1280,David,Brown,Cloud Tech,Texas,30.0,0,2021-11-07,100215.06,david.brown@example.com,5473820235,2,1
EMP1281,Charlie,Brown,Sales,New York,25.0,0,2023-08-30,115452.25,charlie.brown@example.com,8485571616,1,0
EMP1282,Heidi,Miller,HR,California,30.0,0,2023-08-15,54141.38,heidi.miller@example.com,6880294239,2,0
EMP1283,David,Davis,DevOps,Nevada,35.0,1,2020-12-24,79251.95,david.davis@example.com,9036788126,3,0
EMP1284,Alice,Johnson,Finance,New York,40.0,0,2024-11-21,114822.78,alice.johnson@example.com,8686694319,3,1
EMP1285,Alice,Williams,Sales,Illinois,35.0,1,2021-11-17,69919.32,alice.williams@example.com,2939087883,2,1
EMP1286,Heidi,Smith,Sales,Florida,30.0,0,2021-01-29,106616.97,heidi.smith@example.com,4344812307,1,0
EMP1287,Heidi,Jones,DevOps,New York,35.0,1,2024-02-17,73597.85,heidi.jones@example.com,3402424032,1,1
EMP1288,David,Smith,Sales,Nevada,30.0,0,2024-08-20,79939.23,david.smith@example.com,8105955183,4,1
EMP1289,Grace,Garcia,Admin,New York,25.0,0,2021-10-24,79827.09441833287,grace.garcia@example.com,2694500533,1,0
EMP1290,Grace,Smith,Finance,California,30.0,0,2021-09-10,90772.25,grace.smith@example.com,2408916497,2,0
EMP1291,Eva,Williams,DevOps,New York,35.0,1,2023-09-29,58275.74,eva.williams@example.com,3735439626,3,0
EMP1292,Grace,Smith,DevOps,California,30.0,0,2020-08-28,94709.79,grace.smith@example.com,3652717271,4,0
EMP1293,Frank,Johnson,Admin,New York,30.0,1,2022-09-06,60722.99,frank.johnson@example.com,2397240421,4,1
EMP1294,Frank,Johnson,DevOps,Illinois,40.0,0,2024-03-31,87626.24,frank.johnson@example.com,6931216375,3,1
EMP1295,David,Brown,DevOps,Illinois,30.0,1,2022-12-12,81272.36,david.brown@example.com,1820916600,1,0
EMP1296,Bob,Miller,Cloud Tech,Texas,30.0,0,2022-11-01,64150.97,bob.miller@example.com,23142899,3,1
EMP1297,Charlie,Davis,Sales,Florida,35.0,1,2023-10-25,64378.1,charlie.davis@example.com,1851327971,1,0
EMP1298,Bob,Jones,Finance,Texas,35.0,0,2020-09-27,85927.35,bob.jones@example.com,4572308480,3,0
EMP1299,Alice,Garcia,Finance,Nevada,30.0,0,2024-01-21,51523.93,alice.garcia@example.com,18418619,2,1
EMP1300,Alice,Smith,Sales,Texas,30.0,1,2022-05-17,74117.02,alice.smith@example.com,3036625435,1,0
EMP1301,Alice,Smith,Finance,Texas,25.0,0,2022-04-17,62598.69,alice.smith@example.com,1721314518,2,1
EMP1302,Grace,Williams,Finance,Florida,35.0,0,2022-02-08,55617.5,grace.williams@example.com,5151092267,4,1
EMP1303,Charlie,Miller,Cloud Tech,New York,35.0,0,2022-03-15,87018.98,charlie.miller@example.com,5926249450,3,1
EMP1304,David,Johnson,Cloud Tech,California,25.0,0,2023-10-11,100336.58,david.johnson@example.com,4754102251,4,1
EMP1305,Grace,Jones,Admin,Florida,30.0,0,2020-11-13,69295.48,grace.jones@example.com,6771196420,4,0
EMP1306,Bob,Brown,DevOps,Florida,25.0,0,2024-04-17,115536.66,bob.brown@example.com,5226557675,4,1
EMP1307,David,Johnson,Cloud Tech,Texas,30.0,0,2020-03-09,81250.87,david.johnson@example.com,9523668787,4,0
EMP1308,Alice,Garcia,DevOps,Texas,30.0,0,2022-06-17,66403.75,alice.garcia@example.com,7883619688,3,0
EMP1309,Alice,Miller,Sales,California,30.0,1,2024-07-28,114147.79,alice.miller@example.com,3135030586,4,0
EMP1310,Frank,Garcia,HR,New York,30.0,0,2022-12-03,65472.99,frank.garcia@example.com,2105524727,3,0
EMP1311,Alice,Davis,Sales,Nevada,35.0,1,2023-07-06,97512.51,alice.davis@example.com,6333021259,3,1
EMP1312,Alice,Brown,DevOps,Nevada,35.0,0,2024-05-28,86712.41,alice.brown@example.com,6501917919,2,1
EMP1313,Grace,Davis,HR,Florida,30.0,1,2024-03-25,87654.98,grace.davis@example.com,2521310961,1,0
EMP1314,David,Williams,DevOps,New York,35.0,0,2020-04-28,89367.02,david.williams@example.com,2728476569,1,0
EMP1315,Charlie,Garcia,Admin,California,40.0,1,2021-11-07,95269.41,charlie.garcia@example.com,4120092819,3,1
EMP1316,Frank,Williams,Sales,Nevada,25.0,1,2020-04-15,68792.31,frank.williams@example.com,6678498435,2,0
EMP1317,Alice,Smith,Admin,Illinois,25.0,0,2023-10-07,89119.53,alice.smith@example.com,2418623689,3,1
EMP1318,Frank,Davis,Cloud Tech,New York,35.0,1,2024-02-27,58212.13,frank.davis@example.com,3628917755,3,0
EMP1319,Heidi,Miller,DevOps,Illinois,30.0,0,2021-02-22,77764.24,heidi.miller@example.com,6205634110,3,1
EMP1320,Frank,Garcia,Finance,Florida,35.0,0,2023-08-21,75148.17,frank.garcia@example.com,5950342810,2,0
EMP1321,Heidi,Jones,Cloud Tech,Nevada,40.0,0,2024-04-08,108781.18,heidi.jones@example.com,3904383033,1,0
EMP1322,Frank,Brown,Finance,Texas,35.0,0,2024-11-04,65489.19,frank.brown@example.com,1990970050,2,1
EMP1323,Eva,Johnson,Sales,Illinois,35.0,0,2022-05-05,70663.46,eva.johnson@example.com,4054683564,4,0
EMP1324,David,Miller,Sales,New York,40.0,0,2023-02-01,95822.56,david.miller@example.com,2156818208,2,0
EMP1325,Eva,Miller,DevOps,Nevada,40.0,0,2022-10-01,82258.03,eva.miller@example.com,6790422710,2,1
EMP1326,Frank,Williams,Admin,Nevada,30.0,0,2022-09-27,62883.34,frank.williams@example.com,3322889856,2,0
EMP1327,Alice,Davis,Cloud Tech,Texas,30.0,0,2020-04-09,103503.72,alice.davis@example.com,2545960632,2,1
EMP1328,David,Garcia,DevOps,New York,25.0,1,2021-03-23,85401.3,david.garcia@example.com,9912971023,1,1
EMP1329,Heidi,Garcia,Cloud Tech,Texas,40.0,0,2023-02-03,79132.73422505944,heidi.garcia@example.com,8171752420,4,0
EMP1330,Eva,Smith,HR,Texas,30.0,0,2024-07-23,98850.14,eva.smith@example.com,4955112746,1,0
EMP1331,Charlie,Smith,Cloud Tech,Illinois,25.0,1,2021-05-08,63435.24,charlie.smith@example.com,4721970545,1,0
EMP1332,Frank,Brown,Finance,Texas,35.0,0,2022-04-11,82129.84,frank.brown@example.com,6927589550,2,0
EMP1333,David,Williams,DevOps,Texas,35.0,0,2024-10-23,95492.61,david.williams@example.com,6874090379,3,0
EMP1334,Grace,Miller,Finance,Illinois,40.0,0,2020-04-24,94572.37,grace.miller@example.com,2146296135,3,0
EMP1335,Bob,Garcia,Finance,Nevada,40.0,0,2023-03-04,118413.05,bob.garcia@example.com,7157787111,1,0
EMP1336,Alice,Jones,Admin,Nevada,30.0,0,2022-08-31,68976.65,alice.jones@example.com,1663651558,1,1
EMP1337,Eva,Williams,Sales,Nevada,30.0,1,2021-01-02,115013.65,eva.williams@example.com,7371470826,2,0
EMP1338,David,Brown,Admin,Nevada,35.0,0,2020-06-06,70949.38,david.brown@example.com,2359096055,1,1
EMP1339,Grace,Brown,HR,Florida,35.0,0,2020-10-13,105334.87,grace.brown@example.com,7303064420,2,0
EMP1340,Bob,Williams,DevOps,California,30.0,1,2020-07-19,80596.18,bob.williams@example.com,2146147682,3,0
EMP1341,Frank,Brown,Sales,Illinois,35.0,0,2024-05-03,72846.37,frank.brown@example.com,4201654234,3,1
EMP1342,Heidi,Williams,Admin,California,40.0,0,2022-02-07,80229.36,heidi.williams@example.com,6778265959,4,0
EMP1343,Grace,Johnson,Sales,California,25.0,1,2023-12-31,55145.47,grace.johnson@example.com,8931992549,3,0
EMP1344,Grace,Williams,DevOps,Florida,30.0,0,2022-01-08,82115.26416593374,grace.williams@example.com,2727516479,1,1
EMP1345,Eva,Davis,HR,California,40.0,1,2020-09-28,56110.81,eva.davis@example.com,7279103367,3,0
EMP1346,Grace,Williams,Cloud Tech,Texas,25.0,0,2023-02-09,56514.5,grace.williams@example.com,2963533904,2,0
EMP1347,Frank,Brown,Cloud Tech,California,40.0,0,2022-03-05,104541.84,frank.brown@example.com,5044817765,3,0
EMP1348,David,Garcia,Sales,New York,30.0,0,2022-02-18,61865.12,david.garcia@example.com,5586851275,4,1
EMP1349,Eva,Davis,Admin,Texas,40.0,1,2022-06-09,69317.33,eva.davis@example.com,5289286645,3,0
EMP1350,Bob,Brown,HR,New York,35.0,0,2023-07-04,84706.17,bob.brown@example.com,4911110960,2,0
EMP1351,Heidi,Smith,Admin,California,25.0,1,2022-03-21,73255.21,heidi.smith@example.com,7981789045,2,0
EMP1352,Frank,Smith,HR,Florida,40.0,0,2023-05-02,59528.71,frank.smith@example.com,3378613714,1,0
EMP1353,David,Garcia,HR,New York,40.0,0,2021-10-15,70401.37,david.garcia@example.com,7660538443,3,1
EMP1354,Heidi,Garcia,Admin,California,35.0,0,2021-07-28,107154.62,heidi.garcia@example.com,4630600024,2,1
EMP1355,Bob,Davis,Admin,Illinois,30.0,0,2021-01-03,97719.88,bob.davis@example.com,8955296385,4,0
EMP1356,Heidi,Johnson,Finance,California,30.0,0,2020-05-21,107327.59,heidi.johnson@example.com,3960962625,1,0
EMP1357,Grace,Garcia,Admin,Nevada,40.0,0,2021-05-10,67687.72,grace.garcia@example.com,5826312818,4,1
EMP1358,Grace,Smith,Cloud Tech,Florida,40.0,0,2022-09-08,90757.08,grace.smith@example.com,6482531105,3,1
EMP1359,Grace,Williams,Cloud Tech,California,35.0,0,2024-07-21,87583.42,grace.williams@example.com,920981959,3,0
EMP1360,Bob,Brown,Admin,Nevada,25.0,0,2021-12-28,61643.69,bob.brown@example.com,2752334382,3,1
EMP1361,Grace,Smith,Finance,Texas,35.0,1,2020-07-20,68111.69,grace.smith@example.com,6404120910,1,0
EMP1362,David,Smith,HR,Florida,40.0,0,2024-04-30,97568.88,david.smith@example.com,7911244210,2,1
EMP1363,Charlie,Johnson,Cloud Tech,Florida,35.0,1,2021-08-28,79118.28,charlie.johnson@example.com,7536170616,1,1
EMP1364,Bob,Davis,HR,California,30.0,0,2022-07-21,104898.9,bob.davis@example.com,1366572239,4,1
EMP1365,Frank,Davis,Cloud Tech,Florida,40.0,0,2023-11-27,81671.3,frank.davis@example.com,2990155798,1,1
EMP1366,Alice,Miller,Cloud Tech,California,25.0,0,2020-08-11,97399.75,alice.miller@example.com,8028413907,4,0
EMP1367,David,Johnson,Admin,Illinois,30.0,1,2021-11-08,89189.43,david.johnson@example.com,882351304,1,1
EMP1368,David,Williams,DevOps,New York,40.0,1,2023-08-04,96011.55,david.williams@example.com,2312447314,2,1
EMP1369,David,Davis,Sales,Florida,40.0,0,2020-01-10,99331.49,david.davis@example.com,8477686341,4,0
EMP1370,Bob,Brown,Cloud Tech,Illinois,30.0,1,2022-01-19,72818.94,bob.brown@example.com,3461994236,3,1
EMP1371,Eva,Garcia,Sales,Nevada,40.0,0,2023-05-07,77204.75,eva.garcia@example.com,6769459195,3,1
EMP1372,Bob,Johnson,HR,Florida,35.0,0,2020-12-19,106961.68,bob.johnson@example.com,6395517207,1,0
EMP1373,Eva,Garcia,Sales,Texas,35.0,0,2020-10-01,71923.0,eva.garcia@example.com,4964985600,3,1
EMP1374,Bob,Smith,HR,Nevada,30.0,1,2022-11-12,77192.43,bob.smith@example.com,2562531354,4,0
EMP1375,Grace,Brown,Admin,Florida,40.0,0,2023-01-05,98540.3,grace.brown@example.com,2510505378,3,0
EMP1376,Charlie,Brown,Admin,Florida,35.0,0,2020-10-14,63096.9,charlie.brown@example.com,5381649382,2,0
EMP1377,Alice,Smith,Cloud Tech,Florida,35.0,1,2021-02-03,107065.12,alice.smith@example.com,1849196654,2,0
EMP1378,Heidi,Johnson,DevOps,Florida,40.0,0,2023-12-25,108792.43,heidi.johnson@example.com,3307704610,1,1
EMP1379,Bob,Smith,Cloud Tech,New York,30.0,0,2020-03-07,69239.7,bob.smith@example.com,7295963903,4,0
EMP1380,Charlie,Garcia,Sales,Nevada,40.0,0,2023-01-30,85756.42,charlie.garcia@example.com,907426087,2,1
EMP1381,Eva,Miller,HR,Illinois,30.0,1,2024-04-05,100328.62,eva.miller@example.com,501716444,2,1
EMP1382,Grace,Brown,DevOps,Nevada,25.0,1,2021-09-01,111236.69,grace.brown@example.com,5618579063,4,1
EMP1383,Eva,Jones,Cloud Tech,Florida,35.0,1,2024-05-07,106832.22,eva.jones@example.com,7715910299,3,1
EMP1384,Frank,Jones,DevOps,Florida,30.0,1,2023-06-15,59746.45,frank.jones@example.com,2156321357,3,1
EMP1385,David,Garcia,Sales,California,25.0,0,2021-07-29,91780.04,david.garcia@example.com,40104144,1,1
EMP1386,Eva,Williams,Sales,California,35.0,0,2023-10-23,107062.66,eva.williams@example.com,9642297124,3,1
EMP1387,Grace,Davis,HR,Nevada,25.0,1,2023-12-07,110625.52,grace.davis@example.com,2967188396,4,1
EMP1388,Frank,Smith,DevOps,Florida,30.0,0,2020-10-18,90419.79,frank.smith@example.com,7457314414,2,1
EMP1389,Grace,Smith,Finance,Texas,40.0,0,2024-06-15,111608.76,grace.smith@example.com,8331170302,3,1
EMP1390,Eva,Williams,Finance,Florida,35.0,0,2023-04-06,50173.12,eva.williams@example.com,7637153987,1,0
EMP1391,Bob,Williams,DevOps,Nevada,40.0,0,2022-01-03,109507.44,bob.williams@example.com,5472812355,3,0
EMP1392,Grace,Garcia,Finance,New York,30.0,0,2021-07-03,72600.56,grace.garcia@example.com,7983631461,4,0
EMP1393,Charlie,Garcia,Finance,California,35.0,0,2024-04-10,53388.65,charlie.garcia@example.com,4912711306,1,1
EMP1394,Heidi,Williams,Cloud Tech,New York,25.0,0,2022-07-23,50047.32,heidi.williams@example.com,2407875417,3,0
EMP1395,David,Brown,DevOps,California,30.0,1,2024-11-25,115290.79,david.brown@example.com,1563268684,1,0
EMP1396,Frank,Garcia,Cloud Tech,California,35.0,0,2023-08-21,61586.76,frank.garcia@example.com,745106633,4,0
EMP1397,Eva,Miller,Finance,Nevada,30.0,1,2023-12-12,56662.86,eva.miller@example.com,3629489785,2,1
EMP1398,Bob,Garcia,Sales,New York,30.0,0,2023-10-24,87626.21296902542,bob.garcia@example.com,1031310093,4,1
EMP1399,Frank,Smith,Finance,Nevada,25.0,1,2022-09-05,54957.98,frank.smith@example.com,3181439665,4,1
EMP1400,Bob,Garcia,HR,California,25.0,0,2020-10-07,76790.47,bob.garcia@example.com,1347323548,4,1
EMP1401,Charlie,Brown,Cloud Tech,Illinois,30.0,0,2020-01-18,92722.35,charlie.brown@example.com,4012897431,4,0
EMP1402,Frank,Williams,DevOps,Nevada,30.0,1,2022-04-23,93125.32,frank.williams@example.com,5122572075,2,0
EMP1403,David,Smith,Cloud Tech,New York,25.0,1,2023-04-22,101100.64,david.smith@example.com,5024120956,2,0
EMP1404,Grace,Garcia,Admin,New York,35.0,0,2023-08-13,55897.41,grace.garcia@example.com,9073710093,1,0
EMP1405,Eva,Brown,DevOps,California,25.0,1,2022-11-26,92484.88,eva.brown@example.com,3882211456,3,1
EMP1406,Grace,Miller,DevOps,Texas,35.0,1,2022-10-10,77011.99,grace.miller@example.com,7584745704,2,1
EMP1407,Bob,Garcia,Cloud Tech,California,35.0,0,2020-09-27,77078.68,bob.garcia@example.com,4589714801,2,1
EMP1408,Grace,Brown,Sales,Nevada,35.0,1,2024-04-11,82971.02,grace.brown@example.com,6325703964,3,0
EMP1409,Bob,Miller,Sales,Texas,25.0,1,2021-06-20,65102.009999999995,bob.miller@example.com,3136148781,2,1
EMP1410,Grace,Williams,HR,Nevada,35.0,0,2022-10-23,103697.7,grace.williams@example.com,4556964429,4,1
EMP1411,Grace,Garcia,DevOps,Illinois,25.0,0,2023-06-15,60687.63,grace.garcia@example.com,9859167953,4,0
EMP1412,Bob,Miller,Admin,New York,30.0,0,2021-10-31,77351.21,bob.miller@example.com,1072728497,3,0
EMP1413,Bob,Smith,DevOps,Florida,35.0,0,2024-09-29,66704.62,bob.smith@example.com,2474140702,1,1
EMP1414,Grace,Williams,Finance,Illinois,25.0,0,2020-04-22,71650.3,grace.williams@example.com,4910740649,1,1
EMP1415,Charlie,Smith,Cloud Tech,Nevada,25.0,1,2023-12-07,50794.54,charlie.smith@example.com,425488213,3,1
EMP1416,Frank,Jones,Sales,Nevada,30.0,0,2020-12-07,76030.86,frank.jones@example.com,2369143074,3,1
EMP1417,Eva,Johnson,Cloud Tech,California,25.0,0,2021-07-11,86669.79,eva.johnson@example.com,3666144941,4,1
EMP1418,Bob,Garcia,Finance,Illinois,40.0,0,2020-04-23,84972.7,bob.garcia@example.com,9659234267,1,1
EMP1419,Frank,Miller,HR,Texas,30.0,0,2023-10-12,100594.49,frank.miller@example.com,3441497825,2,0
EMP1420,Alice,Johnson,Cloud Tech,New York,25.0,1,2022-08-24,75478.35,alice.johnson@example.com,6128758574,4,0
EMP1421,Charlie,Johnson,Sales,Nevada,25.0,0,2023-09-04,79355.85,charlie.johnson@example.com,6766708060,3,0
EMP1422,Grace,Miller,HR,Texas,35.0,0,2022-02-02,58358.07,grace.miller@example.com,2943985297,1,1
EMP1423,Alice,Williams,Admin,Illinois,30.0,1,2022-04-01,54824.85,alice.williams@example.com,9406260786,2,0
EMP1424,Eva,Garcia,HR,Texas,35.0,0,2022-07-24,50557.84,eva.garcia@example.com,104159148,2,1
EMP1425,Eva,Jones,Admin,Florida,25.0,0,2023-04-26,118030.04,eva.jones@example.com,7501980381,4,1
EMP1426,David,Smith,Admin,New York,30.0,1,2022-04-19,51673.72,david.smith@example.com,8723244078,1,0
EMP1427,Alice,Brown,Cloud Tech,Nevada,35.0,0,2024-10-04,101665.79,alice.brown@example.com,3110291812,1,1
EMP1428,David,Smith,Admin,Florida,30.0,0,2020-05-02,118079.15,david.smith@example.com,3170876013,3,1
EMP1429,Eva,Brown,Cloud Tech,New York,25.0,0,2022-04-25,99059.28,eva.brown@example.com,6723849790,1,0
EMP1430,Bob,Smith,Cloud Tech,Illinois,35.0,1,2023-07-29,107397.4,bob.smith@example.com,6202232882,1,0
EMP1431,Alice,Miller,DevOps,New York,40.0,1,2021-08-20,68269.37,alice.miller@example.com,7744197545,4,0
EMP1432,Grace,Jones,HR,Florida,35.0,0,2021-04-23,55228.119999999995,grace.jones@example.com,6176620470,1,1
EMP1433,Bob,Garcia,Cloud Tech,New York,30.0,0,2022-08-12,71982.33,bob.garcia@example.com,9609409704,2,0
EMP1434,Frank,Brown,Finance,California,30.0,0,2021-06-26,109673.75,frank.brown@example.com,2774025882,4,0
EMP1435,Eva,Garcia,Cloud Tech,New York,30.0,0,2020-10-30,56384.899999999994,eva.garcia@example.com,5868122594,4,1
EMP1436,Frank,Garcia,Sales,Texas,40.0,0,2021-09-04,68211.68,frank.garcia@example.com,7244617678,3,0
EMP1437,Alice,Garcia,Finance,Illinois,40.0,0,2023-01-31,67489.68,alice.garcia@example.com,2988425994,1,0
EMP1438,Charlie,Davis,Cloud Tech,Texas,25.0,1,2020-09-24,63869.31,charlie.davis@example.com,9961002310,3,0
EMP1439,Bob,Williams,Sales,California,30.0,1,2020-02-14,119801.3,bob.williams@example.com,7753312660,2,1
EMP1440,Heidi,Smith,Cloud Tech,California,30.0,1,2020-03-28,115959.65,heidi.smith@example.com,941017589,4,1
EMP1441,Grace,Garcia,Finance,Texas,40.0,0,2023-10-31,79866.48,grace.garcia@example.com,2517629832,4,1
EMP1442,Charlie,Smith,HR,Florida,35.0,1,2020-03-11,92987.46,charlie.smith@example.com,4774332682,4,1
EMP1443,Eva,Garcia,Finance,Illinois,40.0,0,2020-05-04,56140.51,eva.garcia@example.com,1901302055,2,0
EMP1444,Grace,Brown,DevOps,Illinois,30.0,1,2023-07-15,119586.11,grace.brown@example.com,9815287338,2,1
EMP1445,Alice,Williams,DevOps,California,40.0,0,2023-01-20,104700.46,alice.williams@example.com,7855982175,3,1
EMP1446,Frank,Williams,HR,New York,40.0,1,2021-10-15,91798.14,frank.williams@example.com,6191284116,3,0
EMP1447,Eva,Miller,Finance,Illinois,25.0,0,2024-04-19,90879.22,eva.miller@example.com,3098503445,3,0
EMP1448,Charlie,Davis,Admin,Nevada,25.0,1,2021-06-29,87358.27,charlie.davis@example.com,5124189388,1,0
EMP1449,Alice,Miller,Sales,Florida,30.0,0,2024-09-14,119407.93,alice.miller@example.com,8469081973,4,1
EMP1450,David,Miller,HR,Nevada,30.0,0,2022-01-04,113978.6,david.miller@example.com,56435022,4,1
EMP1451,Frank,Miller,Sales,New York,30.0,0,2021-01-20,108568.78,frank.miller@example.com,8503719904,3,1
EMP1452,Heidi,Miller,HR,New York,35.0,0,2020-03-18,56318.02,heidi.miller@example.com,1699187239,4,0
EMP1453,David,Miller,Sales,Florida,25.0,1,2021-11-10,114252.73,david.miller@example.com,1078356742,3,0
EMP1454,Charlie,Jones,DevOps,New York,35.0,0,2020-05-01,51533.9,charlie.jones@example.com,3896086,1,1
EMP1455,Charlie,Williams,Sales,California,25.0,1,2022-02-04,99317.66,charlie.williams@example.com,662668216,1,0
EMP1456,Bob,Miller,HR,California,35.0,1,2020-11-18,101264.64,bob.miller@example.com,1955356032,2,0
EMP1457,Heidi,Garcia,Admin,Nevada,35.0,0,2023-11-21,112272.02,heidi.garcia@example.com,1903689002,1,0
EMP1458,Frank,Williams,DevOps,Illinois,30.0,1,2022-02-13,71477.63,frank.williams@example.com,102724054,3,1
EMP1459,Charlie,Williams,DevOps,Texas,30.0,0,2023-03-19,77412.1,charlie.williams@example.com,9342967110,1,0
EMP1460,Alice,Johnson,Sales,California,30.0,0,2021-03-28,94775.27,alice.johnson@example.com,4837537457,2,0
EMP1461,Heidi,Jones,HR,Nevada,30.0,1,2021-05-02,74276.71,heidi.jones@example.com,4384588104,4,1
